,author,content,region,language,publish_date,followers,retweet,account_category,mentions,exist_target
821737,FOMINAIMINILGE1,'@Serovtritpoebac This is very interesting site…',Unknown,English,6/2/2015 13:33,319,0,NonEnglish,SEROVTRITPOEBAC,True
821739,FOMINAIMINILGE1,'@Ivanovaquisipin Играют наш Цска и Московский Спартак.',Unknown,Russian,6/20/2015 5:29,319,0,NonEnglish,IVANOVAQUISIPIN,True
821741,FOMINAIMINILGE1,'@Bubnovatilaquiv Kuznetsova on',Unknown,Russian,6/27/2015 4:15,319,0,NonEnglish,BUBNOVATILAQUIV,True
821744,FOMINAIMINILGE1,'@Gusevaplanimnac Vot nafludili spamery chortovy!!',Unknown,Russian,6/3/2015 22:09,319,0,NonEnglish,GUSEVAPLANIMNAC,True
821757,FOMINAIMINILGE1,"'@Bubnovatilaquiv Футбол. Эйден Макгиди перешел из """"Спартака"""" в """"Эвертон""""'",Unknown,Bulgarian,7/19/2015 16:04,319,0,NonEnglish,BUBNOVATILAQUIV,True
821762,FOMINAIMINILGE1,"'@Sokolovaligiden Сегодня буду болеть за футбольный клуб ЦСКА ! Вперёд, НАШИ ! ;)'",Unknown,Russian,7/22/2015 13:53,319,0,NonEnglish,SOKOLOVALIGIDEN,True
821773,FOMINAIMINILGE1,'@Riabovguiguemul Smallest 2018 World Cup City Making Progress – Official',Unknown,Russian,8/10/2015 17:42,319,0,NonEnglish,RIABOVGUIGUEMUL,True
821780,FOMINAIMINILGE1,'@Sokolovaligiden Vot nafludili spamery chortovy!!',Unknown,Russian,8/17/2015 14:00,319,0,NonEnglish,SOKOLOVALIGIDEN,True
821789,FOMINAIMINILGE1,"'@Komarovaguipoln Опрос на сайте Олимпийских игр в Сочи sochi2014.ru. А """"другой вариант"""" — это что?'",Unknown,Russian,8/20/2015 23:27,319,0,NonEnglish,KOMAROVAGUIPOLN,True
821797,FOMINAIMINILGE1,'@Ivanovaquisipin Супер! Спасибо :0',Unknown,Russian,8/30/2015 6:06,319,0,NonEnglish,IVANOVAQUISIPIN,True
821803,FOMINAIMINILGE1,"'@Gusevaplanimnac Пятый этап """"Дакара"""": трое погибших и двое раненых'",Unknown,Russian,9/11/2015 13:36,319,0,NonEnglish,GUSEVAPLANIMNAC,True
821811,FOMINAIMINILGE1,'@Gusevglosinnunt Увлекательно! Только не могу понять как часто обновляется блог?',Unknown,Russian,9/6/2015 6:26,319,0,NonEnglish,GUSEVGLOSINNUNT,True
821921,FORUMSTRATEGOV,Today we are presenting VASAB Long Term Perspective and experiences in urban-rural cooperation in @Forumstrategov St. Petersburg,United States,English,10/20/2015 7:23,1233,1,NonEnglish,FORUMSTRATEGOV,True
822828,FREEDISCUSS,"Pettttty lol RT Chris Christie ""weighing"" in on Hillary Clinton.... @hydar @Neils82 @RenataReborn @Jenn_Abrams http://t.co/NskL1Awjfb",United States,English,6/14/2015 14:41,35,0,RightTroll,JENN_ABRAMS,True
822845,FREEDISCUSS,Thanks to Obama @Politweecs @KrownRoyaleNY @oranjojnr @billpr53 @Sirfoldalott @sluggoD54 @PhoebeAnn068 @tuffe520 http://t.co/hPwFr4RwDo,United States,English,6/14/2015 14:44,35,0,RightTroll,POLITWEECS,True
823432,FREEDISCUSS,"Despite Empty Viewing Areas, Hillary Clinton Relaunch Draws 5000 People @FlemonTarver @CheongMai @RepublicanCat http://t.co/2hgDiuERFU",United States,English,6/14/2015 16:40,35,0,RightTroll,CHEONGMAI,True
823446,FREEDISCUSS,I like how Bob Woodward says Hillary Clinton has some distance to cover to be a truth teller. @WhiskyHaze @kelbatt http://t.co/8aVAPZAHzI,United States,English,6/14/2015 16:43,35,0,RightTroll,KELBATT,True
823448,FREEDISCUSS,"#Obama gonna train Iraqi and Kurdish forces to fight, military minded! #IraqVol3 @mrMustachee @Bucephalus300 @DRowe_3 http://t.co/U5zSXGbSWT",United States,English,6/14/2015 16:44,35,0,RightTroll,MRMUSTACHEE,True
823456,FREEDISCUSS,#hillaryclinton2016 - Let Them Eat Cake ? @Scurvydoggs @OrionKarlDaley @DChemirmir @jminto_ @cat_1012000 @amamcamcam http://t.co/uWBemwCfxN,United States,English,6/14/2015 16:45,35,0,RightTroll,AMAMCAMCAM,True
823458,FREEDISCUSS,Obama makes wars! #IraqVol3 @Adeline_Gs @SoSeanBeard @frankieraed @jr_womack @bronco581 @divadoll123 @3BlockM http://t.co/my6JYTSzDf,United States,English,6/14/2015 16:46,35,0,RightTroll,SOSEANBEARD,True
823497,FREEDISCUSS,I would never serve the Obama agenda. @NAInfidels @HellBlazeRaiser @JoeAzarAZ @enr102562 @KevinNotBrooks @Kylizzlexc http://t.co/2hgDiuERFU,United States,English,6/14/2015 16:50,35,0,RightTroll,KEVINNOTBROOKS,True
823515,FREEDISCUSS,I knew Obama would change our flag. Nigger. @MichaelHall21 @horse_ebookz @WilllliBrown @TheGrandTaylor @JosefaSpang http://t.co/OP4kzqc1co,United States,English,6/14/2015 16:52,35,0,RightTroll,WILLLLIBROWN,True
823516,FREEDISCUSS,I knew Obama would change our flag. Nigger. @MichaelHall21 @horse_ebookz @WilllliBrown @TheGrandTaylor @JosefaSpang http://t.co/OP4kzqc1co,United States,English,6/14/2015 16:52,35,0,RightTroll,THEGRANDTAYLOR,True
823517,FREEDISCUSS,I knew Obama would change our flag. Nigger. @MichaelHall21 @horse_ebookz @WilllliBrown @TheGrandTaylor @JosefaSpang http://t.co/OP4kzqc1co,United States,English,6/14/2015 16:52,35,0,RightTroll,JOSEFASPANG,True
823619,FREEDISCUSS,OBAMA=SON OF SATAN @JWayne___ @dteg32 @BlippyDezi @JJJBaconJ @Dave_White67 @Ae_Hoang @heyitsglor @Sir_Max @19muggs45 http://t.co/TXzeGLLx99,United States,English,6/14/2015 17:08,35,0,RightTroll,HEYITSGLOR,True
823628,FREEDISCUSS,Obama’s decision to send troops to Iraq is a total mess #IraqVol3 @AnFraizer @wizillp @cura_alsaban @G__Aharon http://t.co/VHXjfnN8h7,United States,English,6/14/2015 17:10,35,0,RightTroll,ANFRAIZER,True
823631,FREEDISCUSS,Obama’s decision to send troops to Iraq is a total mess #IraqVol3 @AnFraizer @wizillp @cura_alsaban @G__Aharon http://t.co/VHXjfnN8h7,United States,English,6/14/2015 17:10,35,0,RightTroll,G__AHARON,True
823641,FREEDISCUSS,And Obama is holding the knife. @Fredinker @FrankieTVTweets @T0ny_0brien @HodenAngst @HeartbreakJulio @NormanJValerio http://t.co/ZIUwjpZ8TM,United States,English,6/14/2015 17:12,35,0,RightTroll,T0NY_0BRIEN,True
824570,FREEDISCUSS,To @Carydc @gentlemanirish Obama ignores people's needs @Politweecs http://t.co/hPwFr4RwDo,United States,English,6/14/2015 9:19,35,0,RightTroll,POLITWEECS,True
824623,FREIDA_HW,'@Jenn_Abrams Happy birthday Robin! http://t.co/BjA0XSPBbe',United States,English,7/22/2015 9:26,63,0,LeftTroll,JENN_ABRAMS,True
824658,FROLDARIA,'@ComradZampolit а сейчас все развернулось на 360 градусов и вряд ли они будут стоять на одном поле',Unknown,Russian,9/8/2015 21:45,233,0,NonEnglish,COMRADZAMPOLIT,True
824659,FROLFROLDI,.@zubovnik disprove that Obama and ISIS leader don't have same ideology? Ultimate troll move!,Azerbaijan,English,5/18/2015 19:48,98,1,NonEnglish,ZUBOVNIK,True
877818,FUNDDIET,http://t.co/eaotlVp0b0 Finished my workout and now I'm so exhausted @lieslvontrap @KristinMuH @Seattle_Post @TheMadCritic @SolihullCCG,United States,English,7/15/2015 13:58,515,0,Commercial,SEATTLE_POST,True
893735,FUNDDIET,For your diet? @RawBroccoliBabe @Emma_Fssxx @montanacases @BayLeeeVannoy @chokingslut @daputre1 @BethhR16 @summer__09 http://t.co/oiRB3TnBxd,United States,English,7/3/2015 15:38,515,0,Commercial,EMMA_FSSXX,True
896213,FUNDDIET,My rice diet is doing well @Cassy4xo @MissAmyy_ @bami_ @DavidWhite5775 @BizGod @lorenmaranan @jessicapedzone http://t.co/uOcwjxw73i,United States,English,7/4/2015 13:48,515,0,Commercial,BIZGOD,True
896692,FUNDDIET,What is diet? @Swaty_Here @NinotchkaJ @kokanebutter @Solano_Ki @HealthyEmployee @nazmisyaz1 @prastimeigy @JJFSINDIANA http://t.co/wFf0O77QAr,United States,English,7/4/2015 16:32,515,0,Commercial,SOLANO_KI,True
905520,FUNDDIET,http://t.co/Pg2ofrEJOE This nigga flexin on muscle fitness this month @AllNews24Hs @purvs3 @glc416 @RoomOfRumor @sgtastemakers @Chizwork,United States,English,7/6/2015 12:50,515,0,Commercial,ROOMOFRUMOR,True
915048,FUNDDIET,Good workout with ?? @TenaciousDave10 @DaniFayeWitham @bigdickjacub @DHough_YaBish @BizGod @TrueLovelyMe @ambeing_ @keidihang @jaquiroman5,United States,English,7/7/2015 2:23,515,0,Commercial,BIZGOD,True
915069,FUNDDIET,Was probably a shitty workout too @remember267 @rosa_copley @LapBandTips @JoannWarino @candycappy @JacquelynPPhoto @Highrolla1969 @FundDiet,United States,English,7/7/2015 2:24,515,0,Commercial,FUNDDIET,True
915508,FUNDDIET,Gym dates with J @NonChalantVill @TjHamiltonMusic @arielmckillips @RodneyyWaree @MikeWoodLaFlare @FundDiet @Pescapants @llerrajNitsuj,United States,English,7/7/2015 3:21,515,0,Commercial,FUNDDIET,True
916367,FUNDDIET,Oh lord I really need to lose weight @butterfliesblue @WoodrowUlanski @FundDiet @yikeslarry @QueenRubz @JTheRipperIII @teesumptuous_ @nxkvla,United States,English,7/7/2015 4:38,515,0,Commercial,FUNDDIET,True
926714,FUNDDIET,These couples on extreme weight loss @jennapettinato @LanguagesABC @KateDaFit @RealBodies @varmanic @BayRagni @NoKiddingCoupon @FundDiet,United States,English,7/8/2015 2:14,515,0,Commercial,FUNDDIET,True
942030,FUUNCAKE,'@fuuncake assassin’s creed chronicles india',Unknown,English,1/14/2016 17:08,19,1,Unknown,FUUNCAKE,True
942124,GAB1ALDANA,#RejectedDebateTopics which Kardashian is least likely to have an STD https://t.co/O6f3bLLSrY @WorldOfHashtags @GiselleEvns,United States,English,10/19/2016 15:08,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942126,GAB1ALDANA,Bryan or Ryan Adams  #whenthestarsgoblue #RejectedDebateTopics @WorldOfHashtags @TheRyanAdams @bryanadams https://t.co/wFBdne8KoY,United States,English,10/19/2016 15:08,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942146,GAB1ALDANA,'@katyperry or @taylorswift13 #RejectedDebateTopics @WorldOfHashtags https://t.co/M79VgXYV6v',United States,English,10/19/2016 15:12,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942281,GAB1ALDANA,"My favorite line in #TalladegaNights:  ""All you ever did was make a hot daughter""  Terrific!  #ProbableTrumpsTweets  @WorldOfHashtags",United States,English,11/30/2016 16:17,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942341,GAB1ALDANA,'@WorldOfHashtags @GiselleEvns  #ThingsYouCantIgnore  spinach stuck on teeth',United States,English,12/19/2016 14:34,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942351,GAB1ALDANA,#ThingsYouCantIgnore  Grandma's perfume when she comes to visit.   @WorldOfHashtags @GiselleEvns,United States,English,12/19/2016 15:54,4751,0,HashtagGamer,WORLDOFHASHTAGS,True
942375,GAB1ALDANA,A box of these... #SecondhandGifts @WorldOfHashtags  @MelBrooks #BlazingSaddles #TheyLoveToys https://t.co/sPhFraE7qf,United States,English,12/21/2016 16:12,4751,0,HashtagGamer,WORLDOFHASHTAGS,True
942410,GAB1ALDANA,TTFN Trumps Tweets F*ing Nuts  @WorldOfHashtags  #AlternativeAcronymInterpretations,United States,Dutch,12/5/2016 15:02,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942412,GAB1ALDANA,'@ringgoldsandra @ChrixMorgan #AlternativeAcronymInterpretations CIA Chocolate Investigative Agency https://t.co/A5jLTBUX5i',United States,English,12/5/2016 15:03,4751,1,HashtagGamer,CHRIXMORGAN,True
942413,GAB1ALDANA,Terrorists Release UnAmerican Manufactured Products  #TRUMP  #AlternativeAcronymInterpretations @WorldOfHashtags,United States,English,12/5/2016 15:03,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942415,GAB1ALDANA,'@DidITweetThat @DickyIrwin @WorldOfHashtags  #AlternativeAcronymInterpretations  GFY : Go For Yogurt �',United States,English,12/5/2016 15:17,4751,1,HashtagGamer,DICKYIRWIN,True
942416,GAB1ALDANA,'@DidITweetThat @DickyIrwin @WorldOfHashtags  #AlternativeAcronymInterpretations  GFY : Go For Yogurt �',United States,English,12/5/2016 15:17,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942452,GAB1ALDANA,"#ItTurnedAwkwardWhen the Pope broke it down, ya'll. @WorldOfHashtags @AndyHashtagger @GiselleEvns https://t.co/k8areec1gT",United States,English,2/1/2016 14:22,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942453,GAB1ALDANA,"#ItTurnedAwkwardWhen the Pope broke it down, ya'll. @WorldOfHashtags @AndyHashtagger @GiselleEvns https://t.co/k8areec1gT",United States,English,2/1/2016 14:22,4751,1,HashtagGamer,ANDYHASHTAGGER,True
942480,GAB1ALDANA,#ForTwitters10thBirthday I wanted to bake a cake that said #LoveTwitter  #ButIWasTweetingInstead   @AndyHashtagger,United States,English,3/21/2016 14:10,4751,1,HashtagGamer,ANDYHASHTAGGER,True
942569,GAB1ALDANA,#MyUselessSuperpower i can make women find me unattractive https://t.co/s6IHIPi2LC @WorldOfHashtags,United States,English,5/16/2016 14:02,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942653,GAB1ALDANA,'@DanaGeezus #WhenIWasYoung cell phones where only for rich people',United States,English,6/1/2016 15:17,4751,1,HashtagGamer,DANAGEEZUS,True
942790,GAB1ALDANA,"Our game hosted by @GiselleEvns and @AndyHashtagger begins in 15 min, don't fail to join us �",United States,English,8/1/2016 14:29,4751,1,HashtagGamer,ANDYHASHTAGGER,True
942826,GAB1ALDANA,'@SarahnitySeeker @WorldOfHashtags aka the Skullett #mustbebanned',United States,English,8/24/2016 15:33,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942838,GAB1ALDANA,Enabling Trump to spew his hatred and racist rhetoric #MustBeBanned (I'm embarrassed for you)  @WorldOfHashtags @GiselleEvns,United States,English,8/24/2016 16:50,4751,0,HashtagGamer,WORLDOFHASHTAGS,True
942914,GAB1ALDANA,'@ChrixMorgan my fav Wednesday underwear! There is nothing better than an uncomfortable string up in my butt crack... ahh.. good times.',United States,English,9/28/2016 15:32,4751,1,HashtagGamer,CHRIXMORGAN,True
942916,GAB1ALDANA,'@scottwilks @WorldOfHashtags Kendall and Kylie Jenner    #IHaveARightToKnow why I know that and how I can scrub the knowledge from my memory',United States,English,9/28/2016 15:32,4751,1,HashtagGamer,WORLDOFHASHTAGS,True
942960,GABRIELLAFALTZ,'@Erdollum666 Diese Umfragen sind einfach nur noch lächerlich.',Unknown,German,3/5/2017 11:03,274,0,NonEnglish,ERDOLLUM666,True
943147,GALLOWAYELIANA,'@MilwaukeeVoice Jazz Peavy gives Badgers another option in passing game',United States,English,10/16/2015 23:18,1158,0,LeftTroll,MILWAUKEEVOICE,True
943151,GALLOWAYELIANA,'@MilwaukeeVoice Bernie Sanders rejects donation from most hated drug CEO',United States,English,10/19/2015 23:51,1158,0,LeftTroll,MILWAUKEEVOICE,True
943152,GALLOWAYELIANA,"'@MilwaukeeVoice he was so bright and beautiful boy, so terrible ...'",United States,English,10/22/2015 23:55,1158,0,LeftTroll,MILWAUKEEVOICE,True
943303,GALLOWAYELIANA,RT @4MySquad: Sad but true #Blacktwitter #BLM https://t.co/KTMKO35t2k,United States,English,2/25/2016 15:50,1158,0,LeftTroll,4MYSQUAD,True
943593,GALLOWAYELIANA,'@EliasBrick @BaltimorePost do you think it'd be better without those cameras? I don't!',United States,English,8/10/2015 22:55,1158,0,LeftTroll,ELIASBRICK,True
943598,GALLOWAYELIANA,"'@MilwaukeeVoice beer, we would remember it forever'",United States,English,8/13/2015 22:02,1158,0,LeftTroll,MILWAUKEEVOICE,True
943600,GALLOWAYELIANA,'@CamdenCityNews they are acting as human',United States,English,8/14/2015 23:40,1158,0,LeftTroll,CAMDENCITYNEWS,True
943603,GALLOWAYELIANA,'@MilwaukeeVoice sons of a bitch',United States,English,8/16/2015 21:05,1158,0,LeftTroll,MILWAUKEEVOICE,True
943619,GALLOWAYELIANA,'@4mysquad i have no patience',United States,English,8/25/2015 13:28,1158,0,LeftTroll,4MYSQUAD,True
943649,GALLOWAYELIANA,'@MilwaukeeVoice he shoul've had shot Windows Vista.... :(',United States,English,9/17/2015 22:40,1158,0,LeftTroll,MILWAUKEEVOICE,True
943654,GALLOWAYELIANA,"'@MilwaukeeVoice Street fights, so interesting'",United States,English,9/25/2015 3:32,1158,0,LeftTroll,MILWAUKEEVOICE,True
943673,GALLYNAA,'@MargoSavazh @Pasha_Mickey @shturlene53 чем они думали когда такое писали? каким местом?',United Arab Emirates,Russian,6/18/2015 21:02,296,0,NonEnglish,MARGOSAVAZH,True
943991,GARRETTSIMPSON_,'@Jenn_Abrams just Alexandre now. Other guy was a witness. https://t.co/313XJQcKXT',United States,English,1/30/2017 17:44,1730,1,RightTroll,JENN_ABRAMS,True
945037,GARRETTSIMPSON_,'@Jenn_Abrams moms corgis https://t.co/FxmsVLtTlv',United States,English,12/8/2016 19:11,1730,1,RightTroll,JENN_ABRAMS,True
945807,GARRETTSIMPSON_,'@TEN_GOP @DMashak Why isn't she in prison yet? Why? Why? Why? I say someone put her fat ass on trial',United States,English,3/27/2017 8:06,1730,1,RightTroll,TEN_GOP,True
946751,GARRETTSIMPSON_,'@acard090 @BethKlinzak @DMashak @TruVoice30 @alger_luana @RodStryker @zalphaprime @Ms_Resistance @letmebePaco @mglessman @Zander9899 @CoryArmbrecht @Thebigbadben90 @PuffnPuffin @PaulObrienUSA @C_P_Bradley @trahanjack @rejialex7 @SheldonKaufman @MeOverit @Allenasilmit @4ever2runval96 @TEN_GOP @JimRobinsonSEA @JayS2629 @MaxineWaters The parents should be charged also and the Mosques should be shut. #BanIslam #DeIslamify',United States,English,5/1/2017 20:49,1730,1,RightTroll,TEN_GOP,True
946946,GARRETTSIMPSON_,'@Politweecs I thought that #EU members must support each other but now I see...',United States,English,6/8/2015 17:15,1730,0,RightTroll,POLITWEECS,True
946947,GARRETTSIMPSON_,'@Politweecs I think it's the aim of his life',United States,English,6/8/2015 17:16,1730,0,RightTroll,POLITWEECS,True
946948,GARRETTSIMPSON_,'@Politweecs awful! savages',United States,English,7/13/2015 16:42,1730,0,RightTroll,POLITWEECS,True
946952,GARRETTSIMPSON_,'@Politweecs Europe gay-rope',United States,English,7/24/2015 17:51,1730,0,RightTroll,POLITWEECS,True
946980,GARRETTSIMPSON_,"'@Politweecs Hahahaha! Oh yes, I do believe you, why would lie to us?'",United States,English,7/31/2015 8:59,1730,0,RightTroll,POLITWEECS,True
947010,GARRETTSIMPSON_,"'@Jenn_Abrams Trump just called me ""a deviant"", lol'",United States,English,8/9/2015 13:50,1730,0,RightTroll,JENN_ABRAMS,True
947053,GARRETTSIMPSON_,'@Jenn_Abrams For you live in the USA!',United States,English,9/2/2015 17:55,1730,0,RightTroll,JENN_ABRAMS,True
947131,GARR_V_,"Украина готова потерять все, лишь бы не сотрудничать с Россией @Manzal_   https://t.co/R2qbPX1GgG",Unknown,Russian,12/11/2015 14:02,158,1,NonEnglish,MANZAL_,True
947721,GAVRIILZAHAROV,'@ComradZampolit до этого момента им было плевать на татар',Azerbaijan,Russian,5/14/2015 23:46,194,0,NonEnglish,COMRADZAMPOLIT,True
947745,GAVRUSHAMSK,'@MaxDementiev @Protect_Wldlife @antoninianton @rickygervais потом вся жизнь перед глазами пронесеться',United Arab Emirates,Russian,7/23/2015 20:04,624,0,NonEnglish,MAXDEMENTIEV,True
947775,GECNOT,"'@byDrBre не заслужил , на олимпиаде хоккей облажался'",United Arab Emirates,Ukrainian,8/11/2015 22:45,753,0,NonEnglish,BYDRBRE,True
947781,GELENVAG,'@LuganskNovosti ага поверим авторитетному мнению...',Russian Federation,Russian,8/21/2015 18:44,1350,0,NonEnglish,LUGANSKNOVOSTI,True
947782,GELENVAG,'@DonetskNovosti никто и не надеялся...',Russian Federation,Ukrainian,8/25/2015 19:14,1350,0,NonEnglish,DONETSKNOVOSTI,True
947783,GELENVAG,'@NovostiCrimea а как же хачапури?!',Russian Federation,Ukrainian,8/9/2015 18:49,1350,0,NonEnglish,NOVOSTICRIMEA,True
947817,GENADIY_ALEX,'@NovostiSPb такой же грозный и популярный',Russian Federation,Russian,10/11/2015 19:58,1294,0,NonEnglish,NOVOSTISPB,True
947818,GENADIY_ALEX,'@DonetskNovosti голод и холод им грозит',Russian Federation,Ukrainian,10/11/2015 21:47,1294,0,NonEnglish,DONETSKNOVOSTI,True
947819,GENADIY_ALEX,'@NovostiMsk на одного москвича стало больше',Russian Federation,Russian,10/12/2015 18:42,1294,0,NonEnglish,NOVOSTIMSK,True
947820,GENADIY_ALEX,'@NovostiKzn спасение утопающих - дело рук самих утопающих',Russian Federation,Russian,10/12/2015 19:57,1294,0,NonEnglish,NOVOSTIKZN,True
947821,GENADIY_ALEX,'@NovostiMsk пятница - самый продажный день',Russian Federation,Russian,10/15/2015 20:07,1294,0,NonEnglish,NOVOSTIMSK,True
947822,GENADIY_ALEX,'@NovostiMsk вот и ввезли к нам Эбола  - молодцы!',Russian Federation,Uzbek,10/16/2015 18:55,1294,0,NonEnglish,NOVOSTIMSK,True
947824,GENADIY_ALEX,'@NovostiSPb пьяница-мать  - горе в семье',Russian Federation,Russian,10/19/2015 18:49,1294,0,NonEnglish,NOVOSTISPB,True
947825,GENADIY_ALEX,'@NovostiNN такое только в России возможно',Russian Federation,Russian,10/19/2015 20:11,1294,0,NonEnglish,NOVOSTINN,True
947826,GENADIY_ALEX,'@NovostiMsk не дают людям отдохнуть в полете',Russian Federation,Ukrainian,10/20/2015 19:14,1294,0,NonEnglish,NOVOSTIMSK,True
947827,GENADIY_ALEX,'@NovostiRnD теперь онкология как насморк - у каждого второго',Russian Federation,Russian,10/20/2015 21:22,1294,0,NonEnglish,NOVOSTIRND,True
947828,GENADIY_ALEX,'@NovostiSPb так глядишь и у этого банка лицензию отзовут',Russian Federation,Russian,10/23/2015 19:09,1294,0,NonEnglish,NOVOSTISPB,True
947829,GENADIY_ALEX,"'@NovostiMsk только вот толку от этого, соседи как долбили перфоратором так и будут долбить'",Russian Federation,Russian,10/23/2015 20:05,1294,0,NonEnglish,NOVOSTIMSK,True
947830,GENADIY_ALEX,'@NovostiEkb да и не особо надо',Russian Federation,Ukrainian,10/24/2015 23:06,1294,0,NonEnglish,NOVOSTIEKB,True
947831,GENADIY_ALEX,'@NovostiOmska но российская авиация все равно вернулась в СССР',Russian Federation,Russian,10/24/2015 23:47,1294,0,NonEnglish,NOVOSTIOMSKA,True
947832,GENADIY_ALEX,'@NovostiSPb и будет у всех тогда наценка 14.99%',Russian Federation,Russian,10/27/2015 18:49,1294,0,NonEnglish,NOVOSTISPB,True
947833,GENADIY_ALEX,"'@NovostiKzn и это только официальная статистика, на самом деле все в два раза больше'",Russian Federation,Russian,10/27/2015 20:48,1294,0,NonEnglish,NOVOSTIKZN,True
947834,GENADIY_ALEX,'@NovostiSPb не выдерживают скульптуры всенародную любовь',Russian Federation,Russian,10/28/2015 18:50,1294,0,NonEnglish,NOVOSTISPB,True
947835,GENADIY_ALEX,'@NovostiNN значит знали что брать - скорее всего кто то из своих',Russian Federation,Russian,10/28/2015 20:33,1294,0,NonEnglish,NOVOSTINN,True
947836,GENADIY_ALEX,'@NovostiSPb нечего под поезда  бросаться',Russian Federation,Russian,10/3/2015 19:30,1294,0,NonEnglish,NOVOSTISPB,True
947837,GENADIY_ALEX,'@NovostiSPb Путин потом руку 2 часа с мылом мыл',Russian Federation,Serbian,10/3/2015 19:36,1294,0,NonEnglish,NOVOSTISPB,True
947838,GENADIY_ALEX,"'@NovostiNN как одной рукой рулить, говорить по тел, принимать деньги, считать сдачу, и курить, переключать радиостанции'",Russian Federation,Russian,10/3/2015 20:35,1294,0,NonEnglish,NOVOSTINN,True
947839,GENADIY_ALEX,'@NovostiCrimea грязные методы борьбы',Russian Federation,Russian,10/3/2015 21:44,1294,0,NonEnglish,NOVOSTICRIMEA,True
947840,GENADIY_ALEX,'@NovostiSPb хорошо что сумка оказалась пустой',Russian Federation,Russian,10/31/2015 19:01,1294,0,NonEnglish,NOVOSTISPB,True
947841,GENADIY_ALEX,'@NovostiMsk граждане! храните деньги в сберегательной кассе',Russian Federation,Russian,10/4/2015 19:05,1294,0,NonEnglish,NOVOSTIMSK,True
947842,GENADIY_ALEX,'@NovostiOmska добегался парень',Russian Federation,Russian,10/4/2015 20:27,1294,0,NonEnglish,NOVOSTIOMSKA,True
947843,GENADIY_ALEX,'@NovostiSPb действительно было хорошее время',Russian Federation,Russian,10/7/2015 19:17,1294,0,NonEnglish,NOVOSTISPB,True
947844,GENADIY_ALEX,"'@NovostiKzn может страховые компании доят , если конечно каско было оформлено'",Russian Federation,Russian,10/7/2015 20:43,1294,0,NonEnglish,NOVOSTIKZN,True
947845,GENADIY_ALEX,'@NovostiMsk новодел - не интересно',Russian Federation,Ukrainian,10/8/2015 19:03,1294,0,NonEnglish,NOVOSTIMSK,True
947846,GENADIY_ALEX,'@NovostiKzn все отнятое за время безбожной власти надо вернуть',Russian Federation,Russian,10/8/2015 20:07,1294,0,NonEnglish,NOVOSTIKZN,True
947847,GENADIY_ALEX,"'@NovostiEkb гонять просто не надо, соблюдайте скоростной режим и все будет ок'",Russian Federation,Russian,11/1/2015 18:45,1294,0,NonEnglish,NOVOSTIEKB,True
947848,GENADIY_ALEX,"'@NovostiKzn они везде кругом и повсюду, и законные и незаконные'",Russian Federation,Russian,11/1/2015 20:26,1294,0,NonEnglish,NOVOSTIKZN,True
947849,GENADIY_ALEX,'@NovostiMsk а что? голодными что ли уходить?',Russian Federation,Russian,11/4/2015 20:11,1294,0,NonEnglish,NOVOSTIMSK,True
947850,GENADIY_ALEX,'@NovostiMsk обычная пацанская разборка не более',Russian Federation,Russian,11/4/2015 22:16,1294,0,NonEnglish,NOVOSTIMSK,True
947851,GENADIY_ALEX,"'@NovostiEkb американцы продали устаревшие самолеты по дешевке, которые отлетали все положенные и неположенные сроки'",Russian Federation,Russian,11/5/2015 19:19,1294,0,NonEnglish,NOVOSTIEKB,True
947853,GENADIY_ALEX,'@zubovnik по месту рождения - в Гондурас',Russian Federation,Russian,6/21/2015 22:24,1294,0,NonEnglish,ZUBOVNIK,True
947854,GENADIY_ALEX,'@byDrBre толерантность в действии',Russian Federation,Russian,6/21/2015 22:55,1294,0,NonEnglish,BYDRBRE,True
947855,GENADIY_ALEX,'@MaxDementiev 2020 - будем...',Russian Federation,Russian,6/21/2015 23:25,1294,0,NonEnglish,MAXDEMENTIEV,True
947856,GENADIY_ALEX,'@byDrBre хашельме бежбельме насяльника',Russian Federation,Ukrainian,6/22/2015 22:16,1294,0,NonEnglish,BYDRBRE,True
947857,GENADIY_ALEX,'@MaxDementiev @RidusNews Д-дауны',Russian Federation,Russian,6/29/2015 22:18,1294,0,NonEnglish,MAXDEMENTIEV,True
947859,GENADIY_ALEX,'@zubovnik ага а виноват во всем ОН',Russian Federation,Bulgarian,6/30/2015 20:05,1294,0,NonEnglish,ZUBOVNIK,True
947860,GENADIY_ALEX,'@byDrBre а они взяли и на 1 рулон не поместились',Russian Federation,Ukrainian,6/30/2015 20:44,1294,0,NonEnglish,BYDRBRE,True
